,address,zipcode,city,state,latitude,longitude,amount
2449,1749 West 33rd Avenue,80211,Denver,CO,39.763393,-105.007724,1271803
2450,3710 Humboldt Street,80205,Denver,CO,39.768401,-104.969255,439725
2451,4539 Shoshone Street,80211,Denver,CO,39.778636,-105.010818,380385
2452,4511 Shoshone Street,80211,Denver,CO,39.778067,-105.01082,385122
2453,928 Tennyson Street,80204,Denver,CO,39.731637,-105.043484,467897
2454,4736 Saint Paul Court,,,,,,
2455,7362 Batavia Place,,,,,,
2456,1331 17th Street,,,,,,
2457,2640 Raleigh Street,80212,Denver,CO,39.755596,-105.041349,699297
2458,3031 Monroe Street,80210,Denver,CO,39.662052,-104.945677,1066464
2459,3255 South Parker Road,80014,Denver,CO,39.657698,-104.850155,
2460,40 Steele Street,80209,Denver,CO,39.708998,-104.949273,1647501
2461,2534 East 36th Avenue,,,,,,
2462,2133 Franklin Street,,,,,,
2463,2728 Larimer Street,,,,,,
2464,2952 West Denver Place,80211,Denver,CO,39.769967,-105.02416,447708
2465,2821 West 25th Avenue,80211,Denver,CO,39.753921,-105.022763,611439
2466,2030 South Ogden Street,,,,,,
2467,2701 West 32nd Avenue,,,,,,
2468,1020 East 22nd Avenue,80205,Denver,CO,39.749263,-104.962946,522467
2469,3240 Ivy Street,,,,,,
2470,1317 Jackson Street,80206,Denver,CO,39.737186,-104.943066,584141
2471,1200 South Sherman Street,80210,Denver,CO,39.694614,-104.984756,765500
2472,365 Cook Street,80206,Denver,CO,39.722169,-104.947715,1187936
2473,2361 South Humboldt Street,80210,Denver,CO,39.67376,-104.970256,1166913
2474,4455 West Colfax Avenue,80204,Denver,CO,39.740348,-105.044656,
2475,1135 West 40th Avenue,80211,Denver,CO,39.771939,-105.000239,1183220
2476,3706 East Bruce Randolph Avenue,,,,,,
2477,3439 West 24th Avenue,80211,Denver,CO,39.752687,-105.032503,630203
2478,1809 South Dahlia Street,,,,,,
2479,265 Stuart Street,80219,Denver,CO,39.721016,-105.043625,389233
2480,341 Raleigh Street,80219,Denver,CO,39.722155,-105.042451,338178
2481,3196 East 33rd Avenue,,,,,,
2482,1360 South Newton Street,80219,Denver,CO,39.692108,-105.036397,312273
2483,2056 East 47th Avenue,,,,,,
2484,3162 West 27th Avenue,80211,Denver,CO,39.7557,-105.028241,531930
2485,2370 South Madison Street,80210,Denver,CO,39.673538,-104.946212,735865
2486,3087 Colorado Boulevard,,,,,,
2487,920 Pennsylvania Street,80203,Denver,CO,39.730899,-104.980667,1466070
2488,1356 32nd Street,,,,,,
2489,2201 Lawrence Street,,,,,,
2490,4 South Parker Road,80231,Denver,CO,39.694117,-104.893101,129860
2491,4 South Parker Road,80231,Denver,CO,39.694117,-104.893101,129860
2492,1833 Verbena Street,,,,,,
2493,1823 Verbena Street,80220,Denver,CO,39.746118,-104.890836,495721
2494,2526 Spruce Street,,,,,,
2495,3521 Raleigh Street,80212,Denver,CO,39.766218,-105.041965,489795
2496,3954 Ireland Street,,,,,,
2497,7593 East Technology Way,80237,Denver,CO,39.63137,-104.9006,
2498,3937 Umatilla Street,80211,Denver,CO,39.771234,-105.012678,672960
2499,137 South Ogden Street,80209,Denver,CO,39.713948,-104.97607,867374
2500,2505 West 8th Avenue,,,,,,
2501,3899 East 13th Avenue,,,,,,
2502,1865 South Dale Court,,,,,,
2503,9426 East Girard Avenue,80231,Denver,CO,39.653692,-104.879454,287623
2504,1300 East 21st Avenue,80205,Denver,CO,39.747881,-104.972059,4358892
2505,3511 Lowell Boulevard,80211,Denver,CO,39.766094,-105.034952,528806
2506,261 Fox Street,80223,Denver,CO,39.720495,-104.995493,687839
2507,2935 West 2nd Avenue,80219,Denver,CO,39.720534,-105.024183,360693
2508,2715 Elizabeth Street,80205,Denver,CO,39.756046,-104.956487,742288
2509,1266 South Vine Street,80210,Denver,CO,39.69352,-104.962567,1068147
2510,2754 South Vine Street,80210,Denver,CO,39.666712,-104.963076,739149
2511,1782 East 48th Avenue,,,,,,
2512,4231 Osceola Street,80212,Denver,CO,39.774364,-105.038414,562992
2513,3921 West Colfax Avenue,,,,,,
2514,1330 Elizabeth Street,80206,Denver,CO,39.737223,-104.955961,280203
2515,4 South Parker Road,80231,Denver,CO,39.694117,-104.893101,129860
2516,126 Acoma Street,,,,,,
2517,501 South Ogden Street,80209,Denver,CO,39.707335,-104.975948,778944
2518,2748 Fillmore Street,80205,Denver,CO,39.756665,-104.953297,671628
2519,208 Lowell Boulevard,,,,,,
2520,930 15th Street,,,,,,
2521,5436 East 4th Avenue,,,,,,
2522,3426 Osceola Street,80212,Denver,CO,39.76549,-105.037838,579715
2523,440 East Colfax Avenue,80203,Denver,CO,39.739909,-104.981535,
2524,3934 Raleigh Street,80212,Denver,CO,39.771643,-105.041296,615199
2525,6983 East Girard Avenue,80224,Denver,CO,39.655895,-104.906514,388361
2526,2530 West 35th Avenue,80211,Denver,CO,39.765093,-105.018123,436972
2527,2477 South Josephine Street,80210,Denver,CO,39.671633,-104.958344,1383084
2528,2390 South University Boulevard,,,,,,
2529,2477 South Josephine Street,80210,Denver,CO,39.671633,-104.958344,1383084
2530,2483 South Josephine Street,80210,Denver,CO,39.671496,-104.958344,2094558
2531,2477 South Josephine Street,80210,Denver,CO,39.671633,-104.958344,1383084
2532,2395 East Wesley Avenue,80210,Denver,CO,39.673203,-104.958466,756606
2533,2401 South Josephine Street,80210,Denver,CO,39.672867,-104.958344,492280
2534,2512 South University Boulevard,,,,,,
2535,2393 South Josephine Street,80210,Denver,CO,39.673202,-104.958205,1544623
2536,2374 East Harvard Avenue,,,,,,
2537,2393 South Josephine Street,80210,Denver,CO,39.673202,-104.958205,1544623
2538,2395 East Wesley Avenue,80210,Denver,CO,39.673203,-104.958466,756606
2539,2457 South Josephine Street,80210,Denver,CO,39.671908,-104.958343,1256224
2540,2411 South Josephine Street,80210,Denver,CO,39.672733,-104.958343,663789
2541,2432 South Josephine Street,80210,Denver,CO,39.672326,-104.957562,1352072
2542,2501 South Josephine Street,80210,Denver,CO,39.671061,-104.958345,681662
2543,2471 South Josephine Street,80210,Denver,CO,39.67177,-104.958343,1324021
2544,2393 South Josephine Street,80210,Denver,CO,39.673202,-104.958205,1544623
2545,2350 East Harvard Avenue,,,,,,
2546,2477 South Josephine Street,80210,Denver,CO,39.671633,-104.958344,1383084
2547,2374 East Harvard Avenue,,,,,,
2548,2483 South Josephine Street,80210,Denver,CO,39.671496,-104.958344,2094558
2549,2395 East Wesley Avenue,80210,Denver,CO,39.673203,-104.958466,756606
2550,2427 South Josephine Street,80210,Denver,CO,39.672468,-104.958353,1407821
2551,2430 Franklin Street,80205,Denver,CO,39.752527,-104.968052,560612
2552,5423 Verbena Street,,,,,,
2553,101 Logan Street,80203,Denver,CO,39.718471,-104.98293,
2554,1917 Chestnut Place,80202,Denver,CO,39.757504,-104.999386,
2555,520 East 5th Avenue,80203,Denver,CO,39.723935,-104.980244,535022
2556,461 South Logan Street,80209,Denver,CO,39.708213,-104.983206,611169
2557,575 Humboldt Street,80218,Denver,CO,39.725076,-104.969749,1214880
2558,1826 East 33rd Avenue,80205,Denver,CO,39.763031,-104.965154,540441
2559,500 Galapago Street,,,,,,
2560,3061 Curtis Street,80205,Denver,CO,39.761277,-104.976995,322334
2561,60 Grant Street,80203,Denver,CO,39.717641,-104.983546,682477
2562,3615 High Street,80205,Denver,CO,39.767274,-104.965047,406395
2563,203 Sherman Street,80203,Denver,CO,39.719518,-104.985275,750733
2564,2934 Hooker Street,80211,Denver,CO,39.759177,-105.027829,532674
2565,2935 West Park Place,80219,Denver,CO,39.719622,-105.024188,375141
2566,3705 Tejon Street,80211,Denver,CO,39.768214,-105.011522,707619
2567,19967 Mitchell Place,,,,,,
2568,490 Galapago Street,,,,,,
2569,21034 East Randolph Place,,,,,,
2570,4510 Xavier Street,80212,Denver,CO,39.778655,-105.049451,602883
2571,13100 Andrews Drive,80239,Denver,CO,39.785998,-104.836678,339183
2572,2826 East 3rd Avenue,80206,Denver,CO,39.720754,-104.953908,
2573,2045 Franklin Street,,,,,,
2574,3836 High Street,80205,Denver,CO,39.770782,-104.964351,397938
2575,4167 West 14th Avenue,,,,,,
2576,1400 Gilpin Street,80218,Denver,CO,39.738569,-104.966861,
2577,225 South Harrison Street,80209,Denver,CO,39.712665,-104.941718,
2578,3104 Colorado Boulevard,,,,,,
2579,6941 East 36th Avenue,,,,,,
2580,4583 Elm Court,80211,Denver,CO,39.780008,-105.023134,733478
2581,3035 West 16th Avenue,80204,Denver,CO,39.743014,-105.026466,
2582,421 Josephine Street,80206,Denver,CO,39.722991,-104.9586,670402
2583,742 West 5th Avenue,80204,Denver,CO,39.723927,-104.997129,298811
2584,359 Fox Street,80223,Denver,CO,39.722036,-104.9955,549809
2585,2640 Williams Street,80210,Denver,CO,39.668611,-104.966123,535849
2586,1823 East Warren Avenue,,,,,,
2587,2361 Tremont Place,80205,Denver,CO,39.750681,-104.980316,899628
2588,4544 Zuni Street,80211,Denver,CO,39.778807,-105.015503,642850
2589,1368 Mariposa Street,80204,Denver,CO,39.738156,-105.002419,437814
2590,2826 West 38th Avenue,80211,Denver,CO,39.768947,-105.022755,479305
2591,670 Fox Street,80204,Denver,CO,39.726982,-104.994879,659422
2592,1439 Adams Street,,,,,,
2593,601 East 16th Avenue,80203,Denver,CO,39.741864,-104.979789,629745
2594,3516 Gilpin Street,80205,Denver,CO,39.766156,-104.966829,447320
2595,2969 Monroe Street,80210,Denver,CO,39.663008,-104.945003,713451
2596,3560 Wynkoop Street,80216,Denver,CO,39.770306,-104.976889,
2597,19684 East 40th Avenue,,,,,,
2598,930 Lowell Boulevard,80219,Denver,CO,39.699834,-105.034213,296812
2599,2789 Broadway,,,,,,
2600,3956 Alcott Street,80211,Denver,CO,39.771572,-105.017073,507817
2601,2514 South Humboldt Street,80210,Denver,CO,39.670995,-104.96963,482016
2602,1610 Ames Court,80214,Lakewood,CO,39.742707,-105.054573,301044
2603,814 24th Street,80205,Denver,CO,39.753358,-104.983824,421087
2604,3139 West Conejos Place,80204,Denver,CO,39.74181,-105.027967,352897
2605,700 Kalamath Street,80204,Denver,CO,39.703037,-105.000164,
2606,714 South Fillmore Street,80209,Denver,CO,39.703404,-104.953177,921991
2607,4586 Fraser Way,80239,Denver,CO,39.77573,-104.81311,333042
2608,4459 West 14th Avenue,,,,,,
2609,2623 South Vine Street,80210,Denver,CO,39.669004,-104.963251,608886
2610,3721 Tejon Street,80211,Denver,CO,39.768488,-105.011511,585613
2611,801 South Cherry Street,80246,Glendale,CO,39.702018,-104.934827,
2612,2523 Tremont Place,80205,Denver,CO,39.752089,-104.978477,426315
2613,2785 South Grant Street,80123,Littleton,CO,39.621196,-105.020295,453225
2614,2501 Bryant Street,80211,Denver,CO,39.75376,-105.019381,832610
2615,1826 South Marion Street,,,,,,
2616,306 Washington Street,80233,Northglenn,CO,39.909364,-104.979289,
2617,2515 South Franklin Street,80210,Denver,CO,39.670999,-104.969097,497665
2618,612 Clayton Street,80206,Denver,CO,39.725912,-104.955205,676017
2619,4524 Utica Street,80212,Denver,CO,39.778897,-105.044806,889492
2620,4895 Zuni Street,80221,Denver,CO,39.785469,-105.016176,340497
2621,4935 West 33rd Avenue,80212,Denver,CO,39.764142,-105.050439,709070
2622,1663 Trenton Street,80231,Denver,CO,39.685847,-104.897288,428341
2623,18963 East 53rd Avenue,80249,Denver,CO,39.792077,-104.765379,357279
2624,2064 South Lafayette Street,80210,Denver,CO,39.679108,-104.970764,466569
2625,1250 26th Street,80205,Denver,CO,39.758018,-104.984991,927976
2626,8046 East 49th Place,,,,,,
2627,3050 West 32nd Avenue,80211,Denver,CO,39.761766,-105.026398,280862
2628,1356 Utica Street,80204,Denver,CO,39.73768,-105.044839,665795
2629,1422 Tennyson Street,80204,Denver,CO,39.738969,-105.043662,440270
2630,5248 East 26th Avenue,,,,,,
2631,997 Osceola Street,80204,Denver,CO,39.732824,-105.038593,331147
2632,2758 West 22nd Avenue,80211,Denver,CO,39.749824,-105.021398,687630
2633,3390 West Iowa Avenue,80219,Denver,CO,39.687407,-105.030994,344670
2634,3013 Monroe Street,,,,,,
2635,244 Pennsylvania Street,80203,Denver,CO,39.720059,-104.98112,513255
2636,4685 Argonne Street,,,,,,
2637,2663 South Delaware Street,,,,,,
2638,2727 West 46th Avenue,80211,Denver,CO,39.780456,-105.021273,557246
2639,3444 Gilpin Street,80205,Denver,CO,39.76541,-104.966844,515697
2640,1101 Emerson Street,80218,Denver,CO,39.73383,-104.97675,
2641,1734 Julian Street,80204,Denver,CO,39.74477,-105.031129,438471
2642,20029 East 40th Avenue,,,,,,
2643,3535 East 31st Avenue,,,,,,
2644,10303 East 29th Drive,,,,,,
2645,1422 Jersey Street,80220,Denver,CO,39.73879,-104.9194,
2646,468 South Logan Street,80209,Denver,CO,39.708079,-104.982344,600510
2647,2413 Washington Street,,,,,,
2648,76 Lincoln Street,80209,Denver,CO,39.715137,-104.9859,447578
2649,4880 Irving Street,80221,Denver,CO,39.785333,-105.029561,397433
2650,1848 South Gilpin Street,,,,,,
2651,5971 East Iliff Avenue,,,,,,
2652,1300 West Colfax Avenue,80204,Denver,CO,39.739696,-105.011845,
2653,4168 Zenobia Street,80212,Denver,CO,39.774178,-105.051731,550652
2654,2445 Ames Street,80214,Edgewater,CO,39.752053,-105.054783,534463
2655,4150 East Cornell Avenue,80222,Denver,CO,39.663156,-104.939798,441379
2656,4863 Quitman Street,80212,Denver,CO,39.784925,-105.040718,432365
2657,132 West Iowa Avenue,,,,,,
2658,820 West 8th Avenue,80204,Denver,CO,39.728726,-104.9982,
2659,3628 High Street,80205,Denver,CO,39.767514,-104.964358,407565
2660,3259 East Mississippi Avenue,,,,,,
2661,1586 Hooker Street,80204,Denver,CO,39.742349,-105.028011,
2662,2713 West 25th Avenue,80211,Denver,CO,39.753945,-105.021029,694347
2663,250 South Quebec Street,80231,Denver,CO,39.692786,-104.89635,305222
2664,476 Clarkson Street,80218,Denver,CO,39.723909,-104.977234,588780
2665,2626 Curtis Street,80205,Denver,CO,39.756674,-104.982032,823242
2666,3095 South Race Street,80210,Denver,CO,39.660592,-104.965407,607841
2667,4032 Lipan Street,80211,Denver,CO,39.772387,-105.001415,529602
2668,3519 Shoshone Street,,,,,,
2669,2340 Blake Street,80205,Denver,CO,39.75744,-104.989661,397869
2670,2844 Meade Street,80211,Denver,CO,39.758069,-105.035428,868253
2671,2300 East 31st Avenue,,,,,,
2672,5173 Decatur Street,80221,Denver,CO,39.790626,-105.021934,333755
2673,1175 East 11th Avenue,80218,Denver,CO,39.733848,-104.973285,960068
2674,3048 Buchtel Boulevard South,,,,,,
2675,3909 Himalaya Road,,,,,,
2676,1048 Jasmine Street,,,,,,
2677,1757 West 34th Avenue,80211,Denver,CO,39.764682,-105.007778,808265
2678,2502 South Williams Street,80210,Denver,CO,39.671045,-104.9661,447985
2679,4595 Meade Street,80211,Denver,CO,39.780059,-105.036081,516510
2680,3548 Elizabeth Street,80205,Denver,CO,39.766545,-104.95563,481791
2681,2407 East 27th Avenue,,,,,,
2682,685 Clarkson Street,80209,Denver,CO,39.70419,-104.978402,644809
2683,820 15th Street,80202,Denver,CO,39.745259,-104.995032,
2684,523 26th Street,80205,Denver,CO,39.753631,-104.978702,533931
2685,5134 Milwaukee Street,,,,,,
2686,19615 East 49th Avenue,,,,,,
2687,1693 South Knox Court,80219,Denver,CO,39.685266,-105.03277,359777
2688,372 South Grant Street,80209,Denver,CO,39.709769,-104.983694,814406
2689,115 South Bannock Street,80223,Denver,CO,39.714433,-104.990296,561770
2690,1274 Newton Street,80204,Denver,CO,39.736089,-105.036588,
2691,251 South Colorado Boulevard,80246,Denver,CO,39.712296,-104.940863,
2692,2126 South Pennsylvania Street,,,,,,
2693,705 Stuart Street,80204,Denver,CO,39.728485,-105.043028,570916
2694,101 South Newton Street,80219,Denver,CO,39.714807,-105.037628,392701
2695,13085 East 55th Avenue,80239,Denver,CO,39.793362,-104.836141,333879
2696,2246 Larimer Street,80205,Denver,CO,39.755287,-104.989024,
2697,2738 Josephine Street,80205,Denver,CO,39.756437,-104.958222,493193
2698,73 Lincoln Street,80203,Denver,CO,39.717782,-104.986574,988739
2699,1415 Tremont Place,,,,,,
2700,1330 Glenarm Place,,,,,,
2701,1415 Tremont Place,,,,,,
2702,1415 Tremont Place,,,,,,
2703,4359 East Virginia Avenue,,,,,,
2704,3430 Sheridan Boulevard,80212,Denver,CO,39.76535,-105.052914,569688
2705,781 Birch Street,80220,Denver,CO,39.727132,-104.936312,676578
2706,1420 Stout Street,,,,,,
2707,1400 Welton Street,,,,,,
2708,2956 Champa Street,80205,Denver,CO,39.759258,-104.976993,442441
2709,1901 South Washington Street,80210,Denver,CO,39.682013,-104.979649,598140
2710,161 South Emerson Street,80209,Denver,CO,39.71359,-104.9772,306201
2711,3136 Perry Street,80212,Denver,CO,39.761494,-105.039245,341766
2712,5269 East Asbury Avenue,80222,Denver,CO,39.680639,-104.925363,451050
2713,31 East 3rd Avenue,,,,,,
2714,2301 Curtis Street,80202,Denver,CO,39.748485,-104.992609,
2715,3433 Clay Street,80211,Denver,CO,39.765082,-105.020837,633412
2716,10580 East 29th Drive,,,,,,
2717,1896 South Lafayette Street,,,,,,
2718,8007 East 29th Avenue,80238,Denver,CO,39.758326,-104.895372,724126
2719,3801 West Colfax Avenue,80204,Denver,CO,39.734867,-105.037073,414597
2720,5298 East 25th Avenue,,,,,,
2721,4245 Pecos Street,80211,Denver,CO,39.774961,-105.006745,640196
2722,1565 Raleigh Street,80204,Denver,CO,39.741519,-105.041675,
2723,1650 South Julian Way,80219,Denver,CO,39.686507,-105.031295,372388
2724,5209 Martin Luther King Jr Boulevard,,,,,,
2725,2734 Clayton Street,80205,Denver,CO,39.756444,-104.954512,485875
2726,1891 South Pennsylvania Street,80210,Denver,CO,39.682323,-104.98195,693347
2727,3823 Gilpin Street,80205,Denver,CO,39.770512,-104.967527,581370
2728,1921 West 37th Avenue,80211,Denver,CO,39.768345,-105.010342,1233532
2729,388 South Downing Street,80209,Denver,CO,39.709526,-104.973065,537887
2730,1383 Raleigh Street,80204,Denver,CO,39.737986,-105.041986,
2731,774 East 7th Avenue,80203,Denver,CO,39.727136,-104.977847,772317
2732,3400 Gaylord Street,80205,Denver,CO,39.764656,-104.960638,531245
2733,500 East 19th Avenue,,,,,,
2734,3606 Marion Street,80205,Denver,CO,39.767139,-104.971735,409414
2735,569 Williams Street,80209,Denver,CO,39.70629,-104.966641,800955
2736,3227 Curtis Street,80205,Denver,CO,39.762744,-104.97519,634297
2737,1925 South Lincoln Street,80210,Denver,CO,39.681587,-104.986669,566865
2738,4035 West 27th Avenue,80212,Denver,CO,39.756906,-105.040293,349579
2739,1890 South Washington Street,80210,Denver,CO,39.682313,-104.97902,1324862
2740,6560 East Tennessee Avenue,,,,,,
2741,2759 West 34th Avenue,80211,Denver,CO,39.76466,-105.021865,704552
2742,719 West 8th Avenue,,,,,,
2743,2749 Osceola Street,80212,Denver,CO,39.756985,-105.038433,617195
2744,3620 Mariposa Street,80211,Denver,CO,39.767314,-105.002639,440861
2745,870 Madison Street,80206,Denver,CO,39.73031,-104.945873,604563
2746,3827 Lafayette Street,80205,Denver,CO,39.768683,-104.971215,415280
2747,77 Pearl Street,80203,Denver,CO,39.717953,-104.980598,342577
2748,2330 West Scott Place,80211,Denver,CO,39.778719,-105.014815,759278
2749,901 West 7th Avenue,,,,,,
2750,1225 Detroit Street,80206,Denver,CO,39.735713,-104.954289,821931
2751,401 South Perry Street,80219,Denver,CO,39.70929,-105.040031,367113
2752,3041 Humboldt Street,80205,Denver,CO,39.760256,-104.969994,431498
2753,3241 Navajo Street,80211,Denver,CO,39.762823,-105.00444,456210
2754,2155 Downing Street,80205,Denver,CO,39.749071,-104.973597,539787
2755,2782 Cherry Street,,,,,,
2756,3215 West 30th Avenue,80211,Denver,CO,39.760471,-105.028558,452900
2757,2040 Hooker Street,80211,Denver,CO,39.748419,-105.027873,509956
2758,1331 Marion Street,80218,Denver,CO,39.737483,-104.972169,862574
2759,3143 Arapahoe Street,,,,,,
2760,5186 Fraser Street,80239,Denver,CO,39.787218,-104.811172,379237
2761,711 South Clay Street,80219,Denver,CO,39.703572,-105.020701,359040
2762,2944 South Eaton Street,80227,Denver,CO,39.660919,-105.055086,401782
2763,2417 California Street,,,,,,
2764,2663 Champa Street,80205,Denver,CO,39.756869,-104.981027,1022405
2765,1690 Milwaukee Street,80206,Denver,CO,39.743524,-104.952275,1435072
2766,3554 Humboldt Street,80205,Denver,CO,39.766767,-104.969301,820040
2767,4276 Iran Street,,,,,,
2768,2351 Glenarm Place,80205,Denver,CO,39.751272,-104.981286,932917
2769,7324 East Princeton Avenue,80237,Denver,CO,39.640431,-104.903634,257387
2770,1545 Hooker Street,80204,Denver,CO,39.741235,-105.028754,1168785
2771,7221 East 16th Avenue,,,,,,
2772,3532 Osage Street,80211,Denver,CO,39.766312,-105.004973,432465
2773,1700 West Burlington Place,80221,Denver,CO,39.78922,-105.006605,557175
2774,3506 Osage Street,80211,Denver,CO,39.765754,-105.004959,978805
2775,2893 Albion Street,,,,,,
2776,1812 South Sherman Street,80210,Denver,CO,39.683617,-104.984865,1251041
2777,1124 West 11th Avenue,80204,Denver,CO,39.733501,-105.002299,330994
2778,1401 Wolff Street,80204,Denver,CO,39.738659,-105.048997,618082
2779,126 East Arkansas Avenue,,,,,,
2780,3725 Jason Street,80211,Denver,CO,39.76847,-104.999716,
2781,1263 Hudson Street,80220,Denver,CO,39.735813,-104.923762,513181
2782,1975 East Colfax Avenue,,,,,,
2783,4155 East 11th Avenue,,,,,,
2784,4153 East 11th Avenue,,,,,,
2785,751 Galapago Street,80204,Denver,CO,39.728276,-104.996704,771617
2786,3233 Vallejo Street,80211,Denver,CO,39.762602,-105.013302,365137
2787,4111 East 11th Avenue,,,,,,
2788,1175 South Steele Street,80210,Denver,CO,39.695184,-104.950366,1301143
2789,2722 Ivy Street,80022,Commerce City,CO,39.827911,-104.919377,278830
2790,3819 West 50th Avenue,80221,Denver,CO,39.787574,-105.037259,407756
2791,3311 West 20th Avenue,80211,Denver,CO,39.747835,-105.030366,613715
2792,2634 West 33rd Avenue,80211,Denver,CO,39.763071,-105.019782,427227
2793,300 East 9th Avenue,,,,,,
2794,4700 West 17th Avenue,80204,Denver,CO,39.743576,-105.047844,
2795,5071 Akron Street,,,,,,
2796,3256 Quivas Street,80211,Denver,CO,39.762861,-105.007561,647121
2797,1355 Corona Street,80218,Denver,CO,39.737861,-104.974449,657353
2798,2140 Arapahoe Street,,,,,,
2799,1015 Corona Street,80218,Denver,CO,39.732419,-104.974411,828875
2800,1572 Vrain Street,,,,,,
2801,3311 Clay Street,80211,Denver,CO,39.763499,-105.020816,629701
2802,674 South Vine Street,,,,,,
2803,1543 Newton Street,80204,Denver,CO,39.741345,-105.037315,585740
2804,4950 Clay Street,80221,Denver,CO,39.786588,-105.020159,382016
2805,2213 South Broadway,,,,,,
2806,1 1211,80206,Denver,CO,39.717417,-104.949303,
2807,917 Knox Court,80204,Denver,CO,39.73149,-105.032449,371605
2808,421 West 4th Avenue,80223,Denver,CO,39.722776,-104.993674,
2809,3885 Osceola Street,80212,Denver,CO,39.771036,-105.038461,
2810,2821 Stout Street,80205,Denver,CO,39.757609,-104.978336,644275
2811,4039 Bryant Street,80211,Denver,CO,39.772479,-105.019311,521960
2812,8101 Martin Luther King Jr. Boulevard,,,,,,
2813,4599 Cook Street,,,,,,
2814,4124 Osage Street,80211,Denver,CO,39.773528,-105.005058,460230
2815,3121 York Street,80205,Denver,CO,39.761203,-104.960081,590735
2816,101 East 2nd Avenue,80203,Denver,CO,39.719538,-104.986062,662234
2817,1720 East 33rd Avenue,80205,Denver,CO,39.763077,-104.966442,490069
2818,118 South Dale Court,80219,Denver,CO,39.71444,-105.021221,343351
2819,2200 West 29th Avenue,80211,Denver,CO,39.758155,-105.013507,
2820,661 Quitman Street,80204,Denver,CO,39.727961,-105.040857,352268
2821,3622 Marion Street,,,,,,
2822,2660 Walnut Street,,,,,,
2823,2123 Gaylord Street,80205,Denver,CO,39.748661,-104.96134,1124643
2824,3115 West 28th Avenue,80211,Denver,CO,39.757584,-105.026955,
2825,3301 Lawrence Street,80205,Denver,CO,39.764933,-104.975818,
2826,1899 Wynkoop Street,,,,,,
2827,9095 Prairie Meadow Drive,80238,Denver,CO,39.793978,-104.894652,1196131
2828,3335 Lafayette Street,,,,,,
2829,4670 Perry Street,80212,Denver,CO,39.781572,-105.038934,568533
2830,4310 Sherman Street,80216,Denver,CO,39.775431,-104.984981,
2831,1635 East Colfax Avenue,,,,,,
2832,2761 West Wesley Avenue,,,,,,
2833,135 West Irvington Place,80223,Denver,CO,39.717736,-104.990117,793522
2834,3008 Fairfax Street,,,,,,
2835,2561 Ash Street,80207,Denver,CO,39.754178,-104.938643,667088
2836,4141 Tejon Street,80211,Denver,CO,39.773721,-105.011542,645889
2837,2845 Umatilla Street,80211,Denver,CO,39.758085,-105.01202,391123
2838,709 31st Street,80205,Denver,CO,39.759511,-104.974128,479050
2839,4456 Alcott Street,80211,Denver,CO,39.777623,-105.016715,532229
2840,1749 South Milwaukee Street,80210,Denver,CO,39.685138,-104.951841,
2841,2432 West 32nd Avenue,,,,,,
2842,2714 West Wesley Avenue,80219,Denver,CO,39.672959,-105.01984,317989
2843,765 Emerson Street,80209,Denver,CO,39.702619,-104.977239,876366
2844,2235 Federal Boulevard,,,,,,
2845,2342 Larimer Street,80205,Denver,CO,39.755853,-104.988022,4545441
2846,3383 West 31st Avenue,80211,Denver,CO,39.761458,-105.031865,817532
2847,4433 East 16th Avenue,80220,Denver,CO,39.741817,-104.936361,412504
2848,1112 Saint Paul Street,80206,Denver,CO,39.733974,-104.950264,
2849,463 Osceola Street,80204,Denver,CO,39.724092,-105.038656,347375
2850,2522 Vine Street,80205,Denver,CO,39.753709,-104.961856,551049
2851,3904 Winona Court,80212,Denver,CO,39.771278,-105.047113,600939
2852,2541 East 28th Avenue,,,,,,
2853,1161 Fillmore Street,80206,Denver,CO,39.734725,-104.953228,567685
2854,5317 East Mississippi Avenue,,,,,,
2855,3132 Umatilla Street,80211,Denver,CO,39.761553,-105.011477,365204
2856,5599 Martin Luther King Jr Boulevard,,,,,,
2857,789 Sherman Street,,,,,,
2858,926 Garfield Street,80206,Denver,CO,39.731053,-104.943666,730654
2859,854 Pearl Street,80203,Denver,CO,39.730099,-104.979602,992049
2860,4628 East Montview Boulevard,,,,,,
2861,1298 East 38th Avenue,,,,,,
2862,3927 Yates Street,80212,Denver,CO,39.77159,-105.051218,540072
2863,2309 West 30th Avenue,80211,Denver,CO,39.759848,-105.015028,492241
2864,690 Pennsylvania Street,80209,Denver,CO,39.704069,-104.981339,434612
2865,1420 Stout Street,,,,,,
2866,3501 Perry Street,80212,Denver,CO,39.766059,-105.039501,556856
2867,2667 East 28th Avenue,,,,,,
2868,820 Fox Street,80204,Denver,CO,39.729402,-104.994965,486313
2869,4495 Vrain Street,80212,Denver,CO,39.778223,-105.04659,751099
2870,1372 Marion Street,,,,,,
2871,3435 Marion Street,80205,Denver,CO,39.765196,-104.97246,435943
2872,3601 Navajo Street,80211,Denver,CO,39.767003,-105.004266,439058
2873,3459 Race Street,80205,Denver,CO,39.765584,-104.963788,590286
2874,1575 West 43rd Avenue,80211,Denver,CO,39.775837,-105.005996,546759
2875,1901 East 20th Avenue,80205,Denver,CO,39.747056,-104.964381,
2876,5858 West Bates Avenue,,,,,,
2877,4311 East 12th Avenue,,,,,,
2878,2557 West Dunkeld Place,80211,Denver,CO,39.760631,-105.019547,379440
2879,313 West Bayaud Avenue,,,,,,
